995-890109766495866880,get 16 ready drop mail end see totality totally worth .,0.0
995-890111665676722177,concept far year july 2017 httpst .,1.0
995-890112431682441216,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890112715179642880,america celebrate total solar august 21 2017 .,0.0
995-890113242986676224,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890115536369176577,el 21 agosto tendr lugar te lo pierdas y este vdeo aprende mucho ms sobre el .,1.0
995-890116061772775424,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890116452233162752,solar eclipse 8212017 shirt .,0.0
995-890116940290772993,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890117176094597125,total solar eclipse 8212017 shirt .,0.0
995-890118031329951744,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890119505153855488,quin rescatar quin .,1.0
995-890120727369797632,.,1.0
995-890121749144227840,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890121788541333505,safely solar pro .,0.0
995-890122061728935938,plus 30 blade tooth geometry design 30 faster cut .,1.0
995-890122523467284482,touch taste feel .,1.0
995-890123114880937984,start simple application base specification .,1.0
995-890123334167515136,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
