id,created_at,classification_label,full_text
916162653768306688,Fri Oct 06 04:46:12 +0000 2017,0,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…
899669636358197248,Mon Aug 21 16:28:51 +0000 2017,1,RT @langitselatan: live streaming gerhana matahari total 2017: https://t.co/IXk6l223Qz #greatamericaneclipse2017 #totalsolareclipse #solare…
899669697096015872,Mon Aug 21 16:29:05 +0000 2017,1,.@NASA sends 2 aircraft to follow path of #totalsolareclipse @AmericaNewsroom https://t.co/pKRsAXHdH4
899670243915780098,Mon Aug 21 16:31:15 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670676516118528,Mon Aug 21 16:32:59 +0000 2017,1,RT @KPBSnews: It's here! Visit our website for a livestream of the 2017 #totalsolareclipse  https://t.co/bPZcFY9dO6 #eclipse2017 https://t.…
899671332664877056,Mon Aug 21 16:35:35 +0000 2017,1,"Hey West Coast, no Eclipse spoilers ok? Don’t Ruin it! #Knoxville #Tennessee #totalsolareclipse #SpoilerAlert #Thisisajoke"
899671380123189248,Mon Aug 21 16:35:46 +0000 2017,1,RT @JHubb93: Happy #TotalSolarEclipse day! #Eclipse2017 https://t.co/xlv1F0lzo6
909546783021309952,Sun Sep 17 22:37:06 +0000 2017,0,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q
910575482487402497,Wed Sep 20 18:44:47 +0000 2017,1,RT @TheSightsSounds: There are almost no words to describe the feeling of seeing a #totalsolareclipse. But if you… https://t.co/kctPfYaPH7
913400058753757184,Thu Sep 28 13:48:38 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913403474213199872,Thu Sep 28 14:02:13 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913405368868278282,Thu Sep 28 14:09:44 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913501394186981376,Thu Sep 28 20:31:19 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
914625825235972096,Sun Oct 01 22:59:24 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
915656913882198016,Wed Oct 04 19:16:35 +0000 2017,1,RT @padcaster: SNEAK PEAK AT PADCASTER VERSE! Check out this video of the #TotalSolarEclipse shot in totality on Padcaster VERSE! https://t…
899669948687147008,Mon Aug 21 16:30:05 +0000 2017,1,Everything you need to teach students about today's #totalsolareclipse! https://t.co/XwInkl5tIW via @McGrawHillK12 #SolarEclipse2017 #edchat https://t.co/b4ZKkqjlWJ
899670022238425089,Mon Aug 21 16:30:23 +0000 2017,1,TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https://t.co/MNvSSeaV49 https://t.co/LwMfvL38n5
899670245102825472,Mon Aug 21 16:31:16 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670595465605122,Mon Aug 21 16:32:39 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670947153801217,Mon Aug 21 16:34:03 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899671225630437376,Mon Aug 21 16:35:09 +0000 2017,1,"The last time a #totalsolareclipse crossed the US was in 1918. So, yeah, this is a big deal!"
909121085089697792,Sat Sep 16 18:25:31 +0000 2017,1,Total Solar Eclipse 2017 @VirtualAstro @NASA @Greenville_SC #totalsolareclipse @skyatnightmag @BBCStargazing @CanonUKandIE  Canon7D https://t.co/7fFzSe1Ojb
912792402070523905,Tue Sep 26 21:34:02 +0000 2017,1,RT @padcaster: Sneak peak at Padcaster Verse! See it in action in this video of the #TotalSolarEclipse shot on Padcaster Verse https://t.co…
913420702979473408,Thu Sep 28 15:10:40 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913430445714497536,Thu Sep 28 15:49:23 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913431359443451904,Thu Sep 28 15:53:01 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913552705636909060,Thu Sep 28 23:55:12 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913624965022453760,Fri Sep 29 04:42:20 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
915248698552025088,Tue Oct 03 16:14:28 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
915665859040776192,Wed Oct 04 19:52:07 +0000 2017,1,RT @padcaster: SNEAK PEAK AT PADCASTER VERSE! Check out this video of the #TotalSolarEclipse shot in totality on Padcaster VERSE! https://t…
899669528866562048,Mon Aug 21 16:28:25 +0000 2017,1,Sun is looking like Pacman right now #EclipseDay #oregoneclipse #totalsolareclipse
899669661599584256,Mon Aug 21 16:28:57 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670254368018434,Mon Aug 21 16:31:18 +0000 2017,1,Q:  What did the Sun say to the Earth after the total eclipse?  A:  So glad to heat you!  #DadJoke #eclipse #totalsolareclipse
899670306385784835,Mon Aug 21 16:31:30 +0000 2017,1,About 500 Manhattan folk who made the trip to Highland for the total solar eclipse. #totalsolareclipse 🌎🌓🌞 https://t.co/ubWX1bLNOn
899670695764008961,Mon Aug 21 16:33:03 +0000 2017,1,"I don't know about you, but I've had ""Total Eclipse of the Heart"" stuck in my head all day. 🎶😂  #totalsolareclipse"
899671042158972928,Mon Aug 21 16:34:26 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899671169326100481,Mon Aug 21 16:34:56 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
909137313212530691,Sat Sep 16 19:30:01 +0000 2017,1,"Check out this video of the #TotalSolarEclipse shot in totality on the new Padcaster VERSE, coming soon! #iPhone10 https://t.co/5b5KrwU8RE https://t.co/Hmt4SZZOFJ"
909826211672723457,Mon Sep 18 17:07:27 +0000 2017,1,RT @padcaster: Didn't make it to the #TotalSolarEclipse? Check out our footage shot in totality on Padcaster VERSE! #Mojo #iphone https://t…
911994456437612545,Sun Sep 24 16:43:17 +0000 2017,1,"RT @AggressiveFun: Eclipse 2017 from Casper Mountain, Casper Wyoming https://t.co/y7QrpRD651 #Eclipse2017 #totalsolareclipse https://t.co/q…"
912910105343139840,Wed Sep 27 05:21:44 +0000 2017,1,"Layers of a #TotalSolarEclipse  Image Credit: Inside: #SolarDynamicsObservatory  Middle: #JayPasachoff, #RonDantowitz   Outside: #SOHO https://t.co/oP9o5rv8Dx"
913403418110251008,Thu Sep 28 14:01:59 +0000 2017,1,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…"
913403578768936961,Thu Sep 28 14:02:38 +0000 2017,1,"NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather … https://t.co/wcwrqa6KbB"
913934288512577536,Sat Sep 30 01:11:29 +0000 2017,1,Teaching a Stone to Talk Expeditions and Encounters Annie Dillard #SolarEclipse #TotalSolarEclipse #TotalEclipse2017 https://t.co/hbyx3cQulD
899669378911916032,Mon Aug 21 16:27:49 +0000 2017,1,"It's a ""Total Eclipse"" practice today.  Awesome group! Thanks Ethan Roland for sharing #totalsolareclipse #bonnietyler https://t.co/iAtk6HSWny"
899669407298977793,Mon Aug 21 16:27:56 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899669691391725570,Mon Aug 21 16:29:04 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670053402095616,Mon Aug 21 16:30:30 +0000 2017,1,Llegamos a #ClemsonUniversity para el #Eclipse2017 Yeayyyyyyy!!!! #totalsolareclipse https://t.co/aWQYBGXzO7
899670709861056515,Mon Aug 21 16:33:06 +0000 2017,1,Happy eclipse day!  #totalsolareclipse https://t.co/0IhJ9zCM1y https://t.co/wqe5xUDjtt
899671233293279233,Mon Aug 21 16:35:11 +0000 2017,1,A good indication of character is a lack of appreciation for rare #Celestial events like todays #TotalSolarEclipse: usually the worst ppl
899671258933207040,Mon Aug 21 16:35:17 +0000 2017,1,"RT @chicagosymphony: As your prepare for #solareclipse2017, here's our playlist for this momentous day! #solareclipse #totalsolareclipse ht…"
910593913945153536,Wed Sep 20 19:58:01 +0000 2017,1,RT @SarahMcBrideM: Sneak peak at @padcaster Verse! #TotalSolarEclipse Shot in totality on #iPhone7 with Padcaster Verse. #mojo #iphone http…
912363771867394048,Mon Sep 25 17:10:48 +0000 2017,0,Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/dK6wPhwCR8 via @marieannbailey
899669697079123968,Mon Aug 21 16:29:05 +0000 2017,1,Not being able to appreciate or care about todays #TotalSolarEclipse is a good indication that you can't appreciate the finer things in life
899669917859012610,Mon Aug 21 16:29:58 +0000 2017,1,RT @foxnewsvideo: .@NASA sends 2 aircraft to follow path of #totalsolareclipse @AmericaNewsroom https://t.co/pKRsAXHdH4
899670405895663616,Mon Aug 21 16:31:54 +0000 2017,1,"Who's writing ""Totality Zone,"" in which everyone in the 100% zone become Zombies and the rest of us are lunch? #totalsolareclipse #amwriting"
899670862059720705,Mon Aug 21 16:33:43 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
899670882414608389,Mon Aug 21 16:33:48 +0000 2017,1,"We have arrived at a sandy beach as the sky began to clear. As a druid, a total eclipse is an event i could not miss #totalsolareclipse"
899671442949722112,Mon Aug 21 16:36:01 +0000 2017,0,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom
910486446418653184,Wed Sep 20 12:50:59 +0000 2017,1,The Big Corona #nasa #apod #sun #corona #atmosphere #totalsolareclipse #solareclipse #gas #magneticfields #moon #s… https://t.co/b917hQXSIs https://t.co/QwGV4Vzv22
910588628031688704,Wed Sep 20 19:37:01 +0000 2017,1,RT @hidey_coyote: total eclipse 1 month ago - seems like yesterday! https://t.co/IYRIMiUMcO #totaleclipse #totalsolareclipse #eclipse
910933171147026432,Thu Sep 21 18:26:06 +0000 2017,1,"RT @KState: A #TBT to the #totalsolareclipse 1 month ago. While cloudy here, #KState photography services captured the different phases of…"
911110007873142784,Fri Sep 22 06:08:48 +0000 2017,0,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q
