id,created_at,full_text,classification_label
913403956616990721,Thu Sep 28 14:04:08 +0000 2017,"NASA: ""RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather… https://t.co/ZHU1Aec5Vf"" https://t.co/oe3rdaC44M",1
913404087600685058,Thu Sep 28 14:04:39 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913434605642043392,Thu Sep 28 16:05:55 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913443119210909697,Thu Sep 28 16:39:45 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913692810980839429,Fri Sep 29 09:11:56 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
899669256832286721,Mon Aug 21 16:27:20 +0000 2017,โหยยยยเสียงแบคฮยอนนนนดีจังงงงฮือออลูกกกกก😢 #EXO #Eclipse #ThePowerofMusic #totalsolareclipse https://t.co/gUIwnwRdSK,0
899669357722165248,Mon Aug 21 16:27:44 +0000 2017,The solar eclipse is here! Don’t forget to use hashtag #TotalSolarEclipse for a chance to be featured on our FanFeed https://t.co/pvo6Rjmnsl https://t.co/zk4Vbs90Ba,1
899670119747596289,Mon Aug 21 16:30:46 +0000 2017,TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https://t.co/FF29kgO3so https://t.co/vaCHhhMZXQ,1
899671081006415872,Mon Aug 21 16:34:35 +0000 2017,RT @nbitty: Not worried about looking into the #totalsolareclipse because I'm always looking down,1
899671469080408064,Mon Aug 21 16:36:07 +0000 2017,bbcweather: Ready for the #totalsolareclipse #Eclipse2017? Get more facts on it BBC weather's Ben Rich #FacebookLi… https://t.co/4Gvz0XMuS4,1
910225622953316353,Tue Sep 19 19:34:34 +0000 2017,RT @padcaster: Didn't make it to the #TotalSolarEclipse? Check out our footage shot in totality on Padcaster VERSE. #mojo #iphone https://t…,1
910626069983760386,Wed Sep 20 22:05:48 +0000 2017,"#TotalSolarEclipse #SolarEclipse2017  Wasn't an ""Eclipse"" AT ALL! ANOTHER PLANET Crossed and covered the ☀️ disk!",1
910810761714319361,Thu Sep 21 10:19:42 +0000 2017,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q,0
912286074793324544,Mon Sep 25 12:02:04 +0000 2017,RT @marieannbailey: Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/UAZbamLkgE https://t.co/ElVjVirX…,0
913403527195709440,Thu Sep 28 14:02:25 +0000 2017,"NASA : RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather… https://t.co/RioF4Swz1z) https://t.co/p0unET1Ovz",1
913403662684352512,Thu Sep 28 14:02:58 +0000 2017,"RT NASA : RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weat… https://t.co/t7FBiZkhDy",1
913417643973074945,Thu Sep 28 14:58:31 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913484412062453761,Thu Sep 28 19:23:50 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913667779928006656,Fri Sep 29 07:32:28 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
916163642445398016,Fri Oct 06 04:50:08 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669565868654592,Mon Aug 21 16:28:34 +0000 2017,RT @johnnyedition: Today is the day the sun disappears. #totalsolareclipse #EclipseSolar2017 #EclipseDay,1
899669648026849284,Mon Aug 21 16:28:53 +0000 2017,RT @SCEMD: Remember DON'T take pictures while driving a vehicle #SolarEclipse2017 #totalsolareclipse #Eclipse2017 @TrooperBob_SCHP,1
899669868798029824,Mon Aug 21 16:29:46 +0000 2017,"During a #TotalSolarEclipse, the Sun, Moon and Earth will be in complete alignment. The three… https://t.co/seUVMwH4GU",1
899669870085894144,Mon Aug 21 16:29:46 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670062449049603,Mon Aug 21 16:30:32 +0000 2017,RT @ABC7: Here’s how to look for the shadow of the #totalsolareclipse (via @Accuweather) https://t.co/dErzxmXKsl #SolarEclipse2017 https://…,1
899670289109405697,Mon Aug 21 16:31:26 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670682740465664,Mon Aug 21 16:33:00 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899671241522638850,Mon Aug 21 16:35:13 +0000 2017,Of course. It's A Total Eclipse of the Brands. Oddest is a cruise line. #totalsolareclipse  https://t.co/C3eTB08Nyp,0
899671444136882177,Mon Aug 21 16:36:02 +0000 2017,RT @ReadyHarris: TODAY is the #TotalSolarEclipse. It will peak over Harris County at 1:15pm @SPACEdotcom. To learn more click here. https:/…,1
909255185549099008,Sun Sep 17 03:18:24 +0000 2017,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q,0
909853884318806018,Mon Sep 18 18:57:24 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
910337479961608193,Wed Sep 20 02:59:03 +0000 2017,RT @SarahMcBrideM: Sneak peak at @padcaster Verse! #TotalSolarEclipse Shot in totality on #iPhone7 with Padcaster Verse. #mojo #iphone http…,0
910894438326718466,Thu Sep 21 15:52:12 +0000 2017,"A #TBT to the #totalsolareclipse 1 month ago. While cloudy here, #KState photography services captured the different phases of totality. https://t.co/1tVqml6Rh1",1
913403498473021445,Thu Sep 28 14:02:18 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913408009153286144,Thu Sep 28 14:20:14 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913427704816345088,Thu Sep 28 15:38:30 +0000 2017,"https://t.co/i6ltqSZ8ZQ : ""This #TotalSolarEclipse provided a unique opportunity of seeing the source… https://t.co/P832f5obEo #Thermopolis https://t.co/qM92p7V7uJ",1
914536786843627521,Sun Oct 01 17:05:35 +0000 2017,More Americans Watched The #TotalSolarEclipse Than The Super Bowl! #Astronomy https://t.co/lW3cn4Ixap @IFLScience,0
899669435807657984,Mon Aug 21 16:28:03 +0000 2017,"As your prepare for #solareclipse2017, here's our playlist for this momentous day! #solareclipse #totalsolareclipse https://t.co/3bvBamyKwe https://t.co/oapgq9xwls",1
899669665399660545,Mon Aug 21 16:28:57 +0000 2017,"RT @DeptofDefense: A #totalsolareclipse is happening today. It'll be a sight to behold, but don’t look directly at it! 😎 https://t.co/nLqo4…",1
899669984154144768,Mon Aug 21 16:30:13 +0000 2017,RT @AppStore: Point your iPhone at the sky to experience next-level stargazing and #TotalSolarEclipse 2017.  Catch your glimpse: https://t.…,0
910490808410939394,Wed Sep 20 13:08:19 +0000 2017,@imbadder it all started with the #totalsolareclipse,1
910880821971750912,Thu Sep 21 14:58:05 +0000 2017,#Number – 1.6 million. The people who came to #SC to view the #TotalSolarEclipse – spending $269 million while they were here. 💰 https://t.co/r3ZAJmGrVC,1
913404198363987968,Thu Sep 28 14:05:05 +0000 2017,"RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with o… https://t.co/9zQ1sZvpbv",1
913571095957061632,Fri Sep 29 01:08:17 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
915409731052802048,Wed Oct 04 02:54:22 +0000 2017,RT @kolio_us: Inspired by #TotalSolarEclipse2017 not long ago released #TotalSolarEclipse 2024 #TotalSolarEclipse2024 Countdown https://t.c…,1
916159120654389250,Fri Oct 06 04:32:10 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669358963720194,Mon Aug 21 16:27:44 +0000 2017,"RT @MintJulepTours: #EclipseFacts: Eclipse, a famous race horse, was born during a #totalsolareclipse in 1764. Several Derby winners can be…",1
899669635485904897,Mon Aug 21 16:28:50 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670277373779968,Mon Aug 21 16:31:23 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670505405284353,Mon Aug 21 16:32:18 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670842983841792,Mon Aug 21 16:33:38 +0000 2017,Solar eclipse today 😍#totalsolareclipse,1
899671471794114560,Mon Aug 21 16:36:08 +0000 2017,@gofooji  @ MTV #VMATotalEclipse  #totalsolareclipse,0
909850263875354624,Mon Sep 18 18:43:01 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
913407120120221697,Thu Sep 28 14:16:42 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913418211990806529,Thu Sep 28 15:00:46 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913449967225901056,Thu Sep 28 17:06:57 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913700594287808513,Fri Sep 29 09:42:52 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
915235970429210624,Tue Oct 03 15:23:54 +0000 2017,#Science for the win! #Totalsolareclipse was one of most-viewed events in American history https://t.co/86qSpvM8u3 via @BostonGlobe,1
916156732426121216,Fri Oct 06 04:22:41 +0000 2017,Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse https://t.co/bKXNJjxvVb https://t.co/0eCqXk3OX0,0
916162689109577728,Fri Oct 06 04:46:21 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669342320816131,Mon Aug 21 16:27:40 +0000 2017,https://t.co/5L7VO2EazW  #TotalEclipseOfTheHeart #SolarEclipse2017 #SolarEclipse #totalsolareclipse #TotalEclipse #totaleclipse2017,0
899670337377497093,Mon Aug 21 16:31:38 +0000 2017,Prepare for black out!! #totalsolareclipse #pathoftotality #lakekeowee @ Lake Keowee https://t.co/5sJPK5L3c9,1
899670446693416961,Mon Aug 21 16:32:04 +0000 2017,Hi from Manila! 😃 #totalsolareclipse https://t.co/Ju6jCHezqe,0
899671168235524096,Mon Aug 21 16:34:56 +0000 2017,RT @foxnewsvideo: .@NASA sends 2 aircraft to follow path of #totalsolareclipse @AmericaNewsroom https://t.co/pKRsAXHdH4,1
910224601606688769,Tue Sep 19 19:30:30 +0000 2017,Didn't make it to the #TotalSolarEclipse? Check out our footage shot in totality on Padcaster VERSE. #mojo #iphone https://t.co/zoUxkmlOlo https://t.co/f9FcHryQ66,1
910486409370263552,Wed Sep 20 12:50:50 +0000 2017,The Big Corona #nasa #apod #sun #corona #atmosphere #totalsolareclipse #solareclipse #gas… https://t.co/BMobVoNVV3,0
911993440493215746,Sun Sep 24 16:39:14 +0000 2017,"Eclipse 2017 from Casper Mountain, Casper Wyoming https://t.co/y7QrpRD651 #Eclipse2017 #totalsolareclipse https://t.co/qw0GPxWTlm",1
913399215224688640,Thu Sep 28 13:45:17 +0000 2017,"""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://t.co/uFhJZNAUQI https://t.co/6d7gvGiQvl",1
913406929606672384,Thu Sep 28 14:15:56 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913409518100459525,Thu Sep 28 14:26:14 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913413108663808000,Thu Sep 28 14:40:30 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913691781430161408,Fri Sep 29 09:07:50 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913781448565501953,Fri Sep 29 15:04:09 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
916162834526064640,Fri Oct 06 04:46:55 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669383164948485,Mon Aug 21 16:27:50 +0000 2017,RT @MyNameIsRaph: Me when they say not to look directly at the sun during the eclipse:  #TotalSolarEclipse https://t.co/Ymfbeh2hBt,1
899669385278881794,Mon Aug 21 16:27:51 +0000 2017,I Saw Baily's Beads Path of Totality Solar Eclipse T-Shirt #pathoftotality #totalsolareclipse #solareclipse2017 https://t.co/vXKyWByvVR,0
899669474403647489,Mon Aug 21 16:28:12 +0000 2017,watching the NASA live feed is like watching the oscar red carpet live-stream zzzzzzzzzzzzzzzzz #totalsolareclipse #TotalEclipse,1
899670055587164160,Mon Aug 21 16:30:30 +0000 2017,Don't miss out!  #live #totalsolareclipse #nytimes #solareclipse https://t.co/1OdR0mbVJj,1
899670076378329088,Mon Aug 21 16:30:35 +0000 2017,"Hazy sunshine as we near the partial phase start of the total solar eclipse southwest of Lincoln, NE. #NebraskaEclipse #totalsolareclipse https://t.co/aOa3L8KPhR",1
899671064720158721,Mon Aug 21 16:34:31 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
908857818131910656,Sat Sep 16 00:59:24 +0000 2017,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q,0
909822829985767425,Mon Sep 18 16:54:01 +0000 2017,Didn't make it to the #TotalSolarEclipse? Check out our footage shot in totality on Padcaster VERSE! #Mojo #iphone https://t.co/BnCCbPyaFL,1
910914489977057280,Thu Sep 21 17:11:53 +0000 2017,"RT @KState: A #TBT to the #totalsolareclipse 1 month ago. While cloudy here, #KState photography services captured the different phases of…",1
913002064481046528,Wed Sep 27 11:27:09 +0000 2017,RT @haloreachmines: Thank you to my school for making me miss the #totalsolareclipse god bless you school,1
913535323438645249,Thu Sep 28 22:46:08 +0000 2017,RT @padcaster: Sneak peak at Padcaster Verse! See it in action in this video of the #TotalSolarEclipse shot on Padcaster Verse https://t.co…,1
914842771558735872,Mon Oct 02 13:21:28 +0000 2017,RT @joshapter: I captured the #TotalSolarEclipse with #PadcasterVerse. Check it out! @padcaster #mojocon #mojo #iphoneography https://t.co/…,1
915236803413708803,Tue Oct 03 15:27:12 +0000 2017,RT @wustlisp: #Science for the win! #Totalsolareclipse was one of most-viewed events in American history https://t.co/86qSpvM8u3 via @Bosto…,1
916159987189153792,Fri Oct 06 04:35:37 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669774145343490,Mon Aug 21 16:29:23 +0000 2017,"RT @chicagosymphony: As your prepare for #solareclipse2017, here's our playlist for this momentous day! #solareclipse #totalsolareclipse ht…",0
899670437981978624,Mon Aug 21 16:32:02 +0000 2017,"RT @chicagosymphony: As your prepare for #solareclipse2017, here's our playlist for this momentous day! #solareclipse #totalsolareclipse ht…",0
899670531242196993,Mon Aug 21 16:32:24 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670650725347329,Mon Aug 21 16:32:52 +0000 2017,#totalsolareclipse #EclipseSolar2017 https://t.co/1jkFnR5DK9,0
908891474896539649,Sat Sep 16 03:13:08 +0000 2017,"RT @calacademy: As prep for upcoming #totalsolareclipse—winking out 8/21—@Slate features our ""How to View a Solar Eclipse"" vid! https://t.c…",1
909849786777526273,Mon Sep 18 18:41:08 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
910860343571750912,Thu Sep 21 13:36:43 +0000 2017,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q,0
912418192793927681,Mon Sep 25 20:47:03 +0000 2017,"RT @KState: A #TBT to the #totalsolareclipse 1 month ago. While cloudy here, #KState photography services captured the different phases of…",1
912792352657494016,Tue Sep 26 21:33:50 +0000 2017,RT @padcaster: Sneak peak at Padcaster Verse! See it in action in this video of the #TotalSolarEclipse shot on Padcaster Verse https://t.co…,1
913404823386673152,Thu Sep 28 14:07:34 +0000 2017,"RT NASA ""RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weath… https://t.co/WKgW4B20ob""",1
913405469909291009,Thu Sep 28 14:10:08 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913999724230987778,Sat Sep 30 05:31:30 +0000 2017,#BestDayOfMyLife #SheSaidYes #Engaged ##love #coupleoftheyear #Totality #TotalSolarEclipse… https://t.co/d36qjoOUIx,0
916156907634733056,Fri Oct 06 04:23:22 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669483371057152,Mon Aug 21 16:28:14 +0000 2017,#TOTALsolarECLIPSE  Celia Fenn - Regulus is the Royal Star / it'll become the brightest star on the sky https://t.co/QVMQXVqyTs.,0
899670362237153280,Mon Aug 21 16:31:44 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899670835346255872,Mon Aug 21 16:33:36 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
910777484488126466,Thu Sep 21 08:07:28 +0000 2017,RT @lalipopbubbles: 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 ♥️Happy NewWeek TweetHearts♥️ 🌌🌙💋🌞🌌🌙♥️🌞🌌🌙💋🌞🌌 #totalsolareclipse #EclipseSolar2017 https://t.co/f4VaCZAI8Q,0
913403648172072966,Thu Sep 28 14:02:54 +0000 2017,"NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather … https://t.co/B51oXC6r1p",1
913403832532692993,Thu Sep 28 14:03:38 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913406790255210501,Thu Sep 28 14:15:23 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913418924699594752,Thu Sep 28 15:03:36 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
899669735931084801,Mon Aug 21 16:29:14 +0000 2017,Good morning world!🤗 Remember this when you begin to feel the effects of our #totalsolareclipse… https://t.co/CPaSOhq4DD,1
899670013325434880,Mon Aug 21 16:30:20 +0000 2017,RT @heymrkleiman: I better get an Audrey 2 today or this will not be worth it #totalsolareclipse,1
899670130241806336,Mon Aug 21 16:30:48 +0000 2017,#TotalSolarEclipse Safety Tips #AFDclinics https://t.co/Sd2Fed8grB https://t.co/7CBu7ib5CD https://t.co/xn6YV44wN4,1
899670156187541505,Mon Aug 21 16:30:54 +0000 2017,RT @SallyKOIN: Tiny little bite out of the sun so far!! This is awesome! #oregoneclipse #totalsolareclipse https://t.co/qgMonLkdid,1
899671058609033218,Mon Aug 21 16:34:30 +0000 2017,Nice backdrop for viewing a #totalsolareclipse https://t.co/nKSUmgTEGn,1
909137616146173952,Sat Sep 16 19:31:13 +0000 2017,"RT @padcaster: Check out this video of the #TotalSolarEclipse shot in totality on the new Padcaster VERSE, coming soon! #iPhone10 https://t…",1
909851267517812736,Mon Sep 18 18:47:01 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
910680588155154432,Thu Sep 21 01:42:26 +0000 2017,"RT @GodNation2015: #TotalSolarEclipse #SolarEclipse2017  Wasn't an ""Eclipse"" AT ALL! ANOTHER PLANET Crossed and covered the ☀️ disk!",1
911814878536531969,Sun Sep 24 04:49:42 +0000 2017,"#Throwback to the last #TotalSolarEclipse of the 20th century 38 years ago (February 26, 1979) when I was 5 years... https://t.co/EFTK7VOmzH",1
911815167503208448,Sun Sep 24 04:50:51 +0000 2017,"RT @albert_paran888: #Throwback to the last #TotalSolarEclipse of the 20th century 38 years ago (February 26, 1979) when I was 5 years... h…",1
913404093649100801,Thu Sep 28 14:04:40 +0000 2017,"RT @CEWaffles: NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather … https://…",1
913409473460314113,Thu Sep 28 14:26:03 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913426764449370112,Thu Sep 28 15:34:45 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913431213582495744,Thu Sep 28 15:52:26 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
913489996031676416,Thu Sep 28 19:46:01 +0000 2017,"RT @Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather with our naked eye."": https://…",1
914597832493031425,Sun Oct 01 21:08:10 +0000 2017,I captured the #TotalSolarEclipse with #PadcasterVerse. Check it out! @padcaster #mojocon #mojo #iphoneography https://t.co/NOqbpFCFcI https://t.co/mujpsu8mSl,1
899669473459920896,Mon Aug 21 16:28:12 +0000 2017,RT @SarahMGellar: If anyone happens to be by their mayor today...be careful. Just saying. #totalsolareclipse #SolarEclipse #WordsOfWisdom,0
899669688602550273,Mon Aug 21 16:29:03 +0000 2017,"RT @BFChiefs_FB: It's a ""Total Eclipse"" practice today.  Awesome group! Thanks Ethan Roland for sharing #totalsolareclipse #bonnietyler htt…",1
899669824556498944,Mon Aug 21 16:29:35 +0000 2017,The sun is hot. 😅 #totalsolareclipse,1
899670489416704000,Mon Aug 21 16:32:14 +0000 2017,Witnessing another Total Eclipse. Remembering the Great Albert Einstein on this occasion. #SolarEclipse2017 #totalsolareclipse https://t.co/VMIApuyRtL,1
899671158836121601,Mon Aug 21 16:34:54 +0000 2017,This 2017 #TotalSolarEclipse is brought to you by #Apple #iTunes 🌞🌑😎🍎 https://t.co/wUQCVRYZ0X,1
910934423583035396,Thu Sep 21 18:31:05 +0000 2017,RT @DevinnRichards: Throwback to the #totalsolareclipse 🌕🌗🌑 https://t.co/TZ9kbxbrNF,1
911292079673708544,Fri Sep 22 18:12:17 +0000 2017,Why the #GreatAmerican #TotalSolarEclipse is #CauseForPause? - https://t.co/9kCi5fRTQk,0
912364517711122432,Mon Sep 25 17:13:46 +0000 2017,RT @HowellWave: Living in the Moment: Total Solar Eclipse #MondayBlogs #totalsolareclipse https://t.co/dK6wPhwCR8 via @marieannbailey,0
913403210496438272,Thu Sep 28 14:01:10 +0000 2017,"NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather … https://t.co/PHfT7i4UKO",1
913403450674892800,Thu Sep 28 14:02:07 +0000 2017,"NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weather … https://t.co/Kz8i8fRKt5",1
914251047115395072,Sat Sep 30 22:10:10 +0000 2017,RT @Richard57307834: Teaching a Stone to Talk Expeditions and Encounters Annie Dillard #SolarEclipse #TotalSolarEclipse #TotalEclipse2017 h…,0
916161576708853761,Fri Oct 06 04:41:56 +0000 2017,RT @2GlitterandChic: Total Solar Eclipse - Watercolor Colorful - Digital Faux Gold T-Shirt For Women and Men #tshirts #totalsolareclipse ht…,0
899669417721708546,Mon Aug 21 16:27:58 +0000 2017,RT @KPBSnews: .@SDGE says it's ready for the #totalsolareclipse. They expect to lose ~ 500 megawatts of solar energy production. https://t.…,1
899671289522077697,Mon Aug 21 16:35:25 +0000 2017,RT @JHubb93: Happy #TotalSolarEclipse day! #Eclipse2017 https://t.co/xlv1F0lzo6,1
909608146099933184,Mon Sep 18 02:40:56 +0000 2017,"RT @fiorella_ikeue: The #eclipse in totality from Salem, OR! #eclipse2017 #hyperlapse #totalsolareclipse https://t.co/xhJJ8PkW6J",1
910894971858964480,Thu Sep 21 15:54:19 +0000 2017,"RT @KState: A #TBT to the #totalsolareclipse 1 month ago. While cloudy here, #KState photography services captured the different phases of…",1
911337948624379904,Fri Sep 22 21:14:33 +0000 2017,"RT @fiorella_ikeue: The #eclipse in totality from Salem, OR! #eclipse2017 #hyperlapse #totalsolareclipse https://t.co/xhJJ8PkW6J",1
913403428461793280,Thu Sep 28 14:02:02 +0000 2017,"RT NASA: RT Dr_ThomasZ: ""This #TotalSolarEclipse provided a unique opportunity of seeing the source of space weath… https://t.co/IGC5w0tjRf",1
